food_id,name_en,vernacular_names,category,calories(kcal),protein(g),carbs(g),fats(g),fiber(g),vitamins,minerals,ayurveda_dosha_vata,ayurveda_dosha_pitta,ayurveda_dosha_kapha,ayurveda_rasa,ayurveda_guna,ayurveda_virya,ayurveda_vipaka,health_tags,medical_usage,contraindications,drug_interactions,therapeutic_dosage,preparation_methods,restrictions,growing_regions,storage_shelf_life,,
FW829,Indian Pennywort,"Indian Pennywort (Hindi: मंडूकपर्णी), Indian Pennywort (Telugu: సరస్వతీ అకు), Indian Pennywort (Tamil: வள்ளாரை), Indian Pennywort (Bengali), Indian Pennywort (Gujarati), Indian Pennywort (Marathi), Indian Pennywort (Punjabi), Indian Pennywort (Urdu)",Vegetables,25,2,5,0.2,2.5,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Neutral,Neutral,Neutral,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Traditional medicinal plant with therapeutic properties, Antioxidant cellular protection and anti-aging benefits, Immune system enhancement and infection resistance, Digestive health improvement and gut wellness, Anti-inflammatory compounds for chronic disease prevention, Cardiovascular health support through bioactive compounds, Natural detoxification and liver cleansing properties, Sacred and culturally significant plant in Indian tradition","Traditional Ayurvedic medicine applications, Immune system enhancement and infection prevention, Digestive disorders and gastrointestinal health, Anti-inflammatory conditions and chronic disease management, Liver detoxification and hepatic support, Cardiovascular health maintenance, Skin disorders and dermatological conditions, Respiratory health and lung function support","Individual plant sensitivities, Pregnancy and lactation considerations",Consult Ayurvedic practitioner or healthcare provider,Traditional preparation: as directed by qualified practitioner,"Traditional Ayurvedic preparations, Fresh consumption, Decoction, Juice extraction","Sacred plant considerations, Individual sensitivities",Traditional cultivation across India,"Fresh: 2-5 days, Dried preparations: 6-12 months",,
FW830,Indian Sorrel,"Indian Sorrel (Hindi: चुकरिका), Indian Sorrel (Telugu: పుళిచూక), Indian Sorrel (Tamil: புளியங்கீரை), Indian Sorrel (Bengali), Indian Sorrel (Gujarati), Indian Sorrel (Marathi), Indian Sorrel (Punjabi), Indian Sorrel (Urdu)",Vegetables,25,2,5,0.2,2.5,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Neutral,Neutral,Neutral,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Traditional medicinal plant with therapeutic properties, Antioxidant cellular protection and anti-aging benefits, Immune system enhancement and infection resistance, Digestive health improvement and gut wellness, Anti-inflammatory compounds for chronic disease prevention, Cardiovascular health support through bioactive compounds, Natural detoxification and liver cleansing properties, Sacred and culturally significant plant in Indian tradition","Traditional Ayurvedic medicine applications, Immune system enhancement and infection prevention, Digestive disorders and gastrointestinal health, Anti-inflammatory conditions and chronic disease management, Liver detoxification and hepatic support, Cardiovascular health maintenance, Skin disorders and dermatological conditions, Respiratory health and lung function support","Individual plant sensitivities, Pregnancy and lactation considerations",Consult Ayurvedic practitioner or healthcare provider,Traditional preparation: as directed by qualified practitioner,"Traditional Ayurvedic preparations, Fresh consumption, Decoction, Juice extraction","Sacred plant considerations, Individual sensitivities",Traditional cultivation across India,"Fresh: 2-5 days, Dried preparations: 6-12 months",,
FW831,Five-leaf Chaste Tree,"Five-leaf Chaste Tree (Hindi: निर्गुंडी), Five-leaf Chaste Tree (Telugu: వల్లిలవంగం), Five-leaf Chaste Tree (Tamil: நொச்சி), Five-leaf Chaste Tree (Bengali), Five-leaf Chaste Tree (Gujarati), Five-leaf Chaste Tree (Marathi), Five-leaf Chaste Tree (Punjabi), Five-leaf Chaste Tree (Urdu)",Vegetables,25,2,5,0.2,2.5,"A, C, K, Folate, B-complex vitamins, E","Iron, Calcium, Potassium, Magnesium, Phosphorus, Zinc",Neutral,Neutral,Neutral,"Sweet, Bitter, Astringent","Light, Cold, Dry",Cooling,Sweet,"Traditional medicinal plant with therapeutic properties, Antioxidant cellular protection and anti-aging benefits, Immune system enhancement and infection resistance, Digestive health improvement and gut wellness, Anti-inflammatory compounds for chronic disease prevention, Cardiovascular health support through bioactive compounds, Natural detoxification and liver cleansing properties, Sacred and culturally significant plant in Indian tradition","Traditional Ayurvedic medicine applications, Immune system enhancement and infection prevention, Digestive disorders and gastrointestinal health, Anti-inflammatory conditions and chronic disease management, Liver detoxification and hepatic support, Cardiovascular health maintenance, Skin disorders and dermatological conditions, Respiratory health and lung function support","Individual plant sensitivities, Pregnancy and lactation considerations",Consult Ayurvedic practitioner or healthcare provider,Traditional preparation: as directed by qualified practitioner,"Traditional Ayurvedic preparations, Fresh consumption, Decoction, Juice extraction","Sacred plant considerations, Individual sensitivities",Traditional cultivation across India,"Fresh: 2-5 days, Dried preparations: 6-12 months",,
FW832,Drumstick (Moringa),"Sahjan (सहजन), Munagakaya (మునగకాయ)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW833,Elephant Foot Yam,"Jimikand (जिमीकंद), Kandagadda (కందగడ్డ)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Decrease,Neutral,Increase,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW834,Taro Root,"Arbi (अरबी), Chama Gadda (చామగడ్డ)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Decrease,Neutral,Increase,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW835,Drumstick Leaves,"Sahjan Patte (सहजन पत्ते), Munaga Aku (మునగ ఆకులు)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Increase,Decrease,Decrease,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW836,Amaranth Leaves (Red),"Laal Saag (लाल साग), Thota kura (తోటకూర)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Increase,Decrease,Decrease,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW837,Amaranth Leaves (Green),"Chaulai (चौलाई), Totakura (తోటకూర)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Increase,Decrease,Decrease,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW838,Mushroom (Button),"Khumbi (खुंबी), Mushroom (మష్రూమ్)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW839,Drumstick Flowers,"Sahjan Phool (सहजन फूल), Munaga puvvu (మునగ పువ్వు)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW840,Raw Banana,"Kacha Kela (कच्चा केला), Arati Kaya (అరటికాయ)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Decrease,Decrease,Increase,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW841,Raw Papaya,"Kacha Papita (कच्चा पपीता), Boppayi Kayi (పచ్చి బొప్పాయి)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW842,Radish (White),"Mooli (मूली), Mullangi (ముల్లంగి)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Decrease,Neutral,Increase,Katu,"Laghu, Tikshna",Ushna,Katu,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW843,Capsicum (Green),"Shimla Mirch (शिमला मिर्च), Capsicum (కాప్సికమ్)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Katu,"Laghu, Tikshna",Ushna,Katu,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW844,Capsicum (Red),"Lal Shimla Mirch (लाल शिमला मिर्च), Red Capsicum (రెడ్ కాప్సికమ్)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Katu,"Laghu, Tikshna",Ushna,Katu,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW845,Capsicum (Yellow),"Peeli Shimla Mirch, Yellow Capsicum",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Katu,"Laghu, Tikshna",Ushna,Katu,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW846,Drumstick (Moringa) ,"Sahjan (सहजन), Munagakaya (మునగకాయ)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW847,Colocasia Leaves ,"Arbi ke Patte (अरबी के पत्ते), Chama Aku (చామ ఆకులు)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Increase,Decrease,Decrease,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW848,Elephant Foot Yam ,"Jimikand (जिमीकंद), Kandagadda (కందగడ్డ)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Decrease,Neutral,Increase,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW849,Taro Root (90),"Arbi (अरबी), Chama Gadda (చామగడ్డ)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Decrease,Neutral,Increase,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW850,Cluster Beans (91),"Gawar (ग्वार), Goru Chikkudukaya (గోరు చిక్కుడు)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Increase,Neutral,Decrease,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW851,Broad Beans (92),"Sem (सेम), Chikkudukaya (చిక్కుడు కాయ)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Increase,Neutral,Decrease,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW852,Drumstick Leaves (93),"Sahjan Patte (सहजन पत्ते), Munaga Aku (మునగ ఆకులు)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Increase,Decrease,Decrease,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW853,Amaranth Leaves (Red) (94),"Laal Saag (लाल साग), Thota kura (తోటకూర)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Increase,Decrease,Decrease,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW854,Amaranth Leaves (Green) (95),"Chaulai (चौलाई), Totakura (తోటకూర)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Increase,Decrease,Decrease,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW855,Spring Onion (96),"Hara Pyaz (हरा प्याज़), Ullipayalu (ఉల్లిపాయల కూర)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Katu,"Laghu, Tikshna",Ushna,Katu,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW856,Mushroom (Button) (97),"Khumbi (खुंबी), Mushroom (మష్రూమ్)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW857,French Beans (98),"Fansi (फणसि), French Beans (ఫ్రెంచ్ బీన్స్)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Increase,Neutral,Decrease,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW858,Ivy Gourd (99),"Tindora (टिंडोरा), Dondakaya (దొండకాయ)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Decrease,Increase,Tikta/Kashaya,"Laghu, Snigdha",Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW859,Drumstick Flowers (100),"Sahjan Phool (सहजन फूल), Munaga puvvu (మునగ పువ్వు)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW860,Lotus Stem (101),"Kamal Kakdi (कमल ककड़ी), Tamara Dandu (తామర కాండం)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW861,Raw Banana (102),"Kacha Kela (कच्चा केला), Arati Kaya (అరటికాయ)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Decrease,Decrease,Increase,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
FW862,Plantain Flower (103),"Kele ka Phool (केले का फूल), Arati Puvvu (అరటి పువ్వు)",Vegetables,25,2,4,0.2,2.5,"Vitamin A, Vitamin C, Vitamin K, Folate","Iron, Potassium, Calcium",Neutral,Neutral,Neutral,Tikta/Kashaya,Laghu,Sheeta,Madhura,"fiber-rich, low-calorie","Used as food; traditional uses vary by item (e.g., digestive aid, nutritive).",No major contraindications when consumed in normal dietary amounts; consult practitioner for therapeutic use.,"Consult physician if you are on medication (e.g., anticoagulants, diabetes drugs).",Typical dietary/culinary amounts; therapeutic dosing requires practitioner guidance.,"Boil, steam, sauté, curry",Avoid if allergic or specific medical conditions; consult practitioner.,Widely grown/available across India,Fresh: 3–7 days refrigerated,,
